Storename,Product,Size/Weight,Unit Price,Sale Price,Saving
PAK'nSAVE Westgate,Lee Kum Kee Gluten Free Pad Thai Ready Sauce,120g,$2.08/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Honey & Soy Chicken,120g,$2.08/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Cantonese Chicken,120g,$2.08/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Gluten Free Satay Chicken Ready Sauce,110g,$2.26/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Gluten Free Sweet & Sour Pork Ready Sauce,145g,$1.72/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Korean Pork Stir Fry Ready Sauce,100g,$2.49/100g,$2.49,$0.00
PAK'nSAVE Westgate,Lee Kum Kee Ready Sauce For Cantonese Chow Mein,120g,$2.08/100g,$2.49,$0.00
PAK'nSAVE Westgate,Cyclops Lactose Free Vanilla NZ Yoghurt,130g,$1.92/100g,$2.49,$0.00
PAK'nSAVE Westgate,Cyclops Lactose Free Mixed Berry NZ Yoghurt,130g,$1.92/100g,$2.49,$0.00
PAK'nSAVE Westgate,Bikano Spicy Coated Peanuts,150g,$1.66/100g,$2.49,$0.00
PAK'nSAVE Westgate,Tasti Choc Drizzle Chewy Muesli Squares,175g,$1.42/100g,$2.49,$0.00
PAK'nSAVE Westgate,Tasti Double Choc Chewy Muesli Squares,175g,$1.42/100g,$2.49,$0.00
PAK'nSAVE Westgate,Bikano Khatta Mitha,150g,$1.66/100g,$2.49,$0.00
PAK'nSAVE Westgate,Tasti Strawberry & White Choc Chewy Muesli Squares,175g,$1.42/100g,$2.49,$0.00
PAK'nSAVE Westgate,Bikano Aloo Bhujia,150g,$1.66/100g,$2.49,$0.00
PAK'nSAVE Westgate,Mother Earth Apple & Strawberry Fruit Sticks,152g,$1.64/100g,$2.49,$0.00
PAK'nSAVE Westgate,Mother Earth Spinach Apple Blueberry & Banana Vege Fruit Sticks,152g,$1.64/100g,$2.49,$0.00
PAK'nSAVE Westgate,Bikano Crunchy Green Gram,150g,$1.66/100g,$2.49,$0.00
PAK'nSAVE Westgate,Mother Earth Apple & Raspberry Fruit Sticks,152g,$1.64/100g,$2.49,$0.00
PAK'nSAVE Westgate,Bluebird Rashuns Party Bag,190g,$1.31/100g,$2.49,$0.00
PAK'nSAVE Westgate,Farrah's Apple & Cinnamon Wraps,6pk,$0.42/ea,$2.49,$0.00
PAK'nSAVE Westgate,Doritos Cheese Supreme Corn Chips,170g,$1.52/100g,$2.59,$0.00
PAK'nSAVE Westgate,Doritos Thai Sweet Chilli Corn Chips,170g,$1.52/100g,$2.59,$0.00
